M- 
Integration time: 10000 ms
Average: 1 scans
Nr of pixels used for smoothing: 0
Data measured with spectrometer serial number: 0604021S1
Wave   ;Sample
[nm]   ;[counts]
173,70;78,000
174,30;83,000
174,90;51,000
175,50;-19,000
176,10;24,000
176,70;17,000
177,30;-6,0000
177,90;-31,000
178,50;-72,000
179,10;60,000
179,70;-83,000
180,30;99,000
180,89;-54,000
181,49;216,00
182,09;11,000
182,69;192,00
183,29;40,000
183,89;-85,000
184,49;-84,000
185,09;7,0000
185,69;-31,000
186,29;20,000
186,89;42,000
187,48;17,000
188,08;4,0000
188,68;86,000
189,28;5,0000
189,88;67,000
190,48;-7,0000
191,08;94,000
191,68;19,000
192,28;43,000
192,87;129,00
193,47;70,000
194,07;-134,00
194,67;51,000
195,27;5,0000
195,87;-77,000
196,47;7,0000
197,06;99,000
197,66;233,00
198,26;72,000
198,86;-23,000
199,46;2,0000
200,06;78,000
200,66;-55,000
201,25;2,0000
201,85;130,00
202,45;155,00
203,05;87,000
203,65;-73,000
204,24;26,000
204,84;-3,0000
205,44;95,000
206,04;6,0000
206,64;79,000
207,24;73,000
207,83;-74,000
208,43;104,00
209,03;71,000
209,63;-101,00
210,22;51,000
210,82;152,00
211,42;189,00
212,02;44,000
212,62;134,00
213,21;149,00
213,81;83,000
214,41;37,000
215,01;92,000
215,60;-27,000
216,20;166,00
216,80;43,000
217,40;-74,000
218,00;133,00
218,59;103,00
219,19;38,000
219,79;107,00
220,38;-119,00
220,98;94,000
221,58;-3,0000
222,18;-69,000
222,77;135,00
223,37;56,000
223,97;172,00
224,57;-26,000
225,16;107,00
225,76;98,000
226,36;24,000
226,95;128,00
227,55;171,00
228,15;59,000
228,75;-3,0000
229,34;-33,000
229,94;127,00
230,54;47,000
231,13;44,000
231,73;296,00
232,33;180,00
232,92;58,000
233,52;44,000
234,12;96,000
234,71;68,000
235,31;272,00
235,91;151,00
236,50;61,000
237,10;143,00
237,70;156,00
238,29;119,00
238,89;15,000
239,49;114,00
240,08;143,00
240,68;182,00
241,28;108,00
241,87;204,00
242,47;-24,000
243,06;46,000
243,66;-15,000
244,26;216,00
244,85;49,000
245,45;-28,000
246,05;-25,000
246,64;35,000
247,24;61,000
247,83;146,00
248,43;88,000
249,03;-24,000
249,62;82,000
250,22;-14,000
250,81;187,00
251,41;-18,000
252,01;103,00
252,60;112,00
253,20;122,00
253,79;192,00
254,39;207,00
254,98;109,00
255,58;278,00
256,18;126,00
256,77;267,00
257,37;49,000
257,96;218,00
258,56;79,000
259,15;261,00
259,75;192,00
260,34;75,000
260,94;204,00
261,53;-295,00
262,13;97,000
262,73;-17,000
263,32;157,00
263,92;329,00
264,51;28,000
265,11;103,00
265,70;115,00
266,30;309,00
266,89;193,00
267,49;225,00
268,08;228,00
268,68;204,00
269,27;343,00
269,87;53,000
270,46;262,00
271,06;149,00
271,65;122,00
272,25;166,00
272,84;73,000
273,44;88,000
274,03;82,000
274,62;189,00
275,22;212,00
275,81;105,00
276,41;42,000
277,00;143,00
277,60;251,00
278,19;46,000
278,79;161,00
279,38;106,00
279,98;147,00
280,57;345,00
