M- 257
Integration time: 3000 ms
Average: 1 scans
Nr of pixels used for smoothing: 0
Data measured with spectrometer serial number: 0604021S1
Wave   ;Sample
[nm]   ;[counts]
173,70;35,000
174,30;101,00
174,90;56,000
175,50;80,000
176,10;20,000
176,70;84,000
177,30;56,000
177,90;-12,000
178,50;-4,0000
179,10;57,000
179,70;-34,000
180,30;69,000
180,89;17,000
181,49;66,000
182,09;37,000
182,69;-52,000
183,29;-28,000
183,89;61,000
184,49;56,000
185,09;71,000
185,69;-11,000
186,29;78,000
186,89;61,000
187,48;-5,0000
188,08;58,000
188,68;75,000
189,28;-34,000
189,88;62,000
190,48;38,000
191,08;20,000
191,68;45,000
192,28;53,000
192,87;16,000
193,47;68,000
194,07;55,000
194,67;58,000
195,27;10,0000
195,87;57,000
196,47;-9,0000
197,06;65,000
197,66;-54,000
198,26;9,0000
198,86;61,000
199,46;-61,000
200,06;41,000
200,66;55,000
201,25;108,00
201,85;26,000
202,45;84,000
203,05;33,000
203,65;50,000
204,24;24,000
204,84;33,000
205,44;195,00
206,04;63,000
206,64;29,000
207,24;-79,000
207,83;14,000
208,43;-10,0000
209,03;86,000
209,63;28,000
210,22;77,000
210,82;87,000
211,42;41,000
212,02;5,0000
212,62;56,000
213,21;11,000
213,81;97,000
214,41;0
215,01;137,00
215,60;34,000
216,20;42,000
216,80;30,000
217,40;4,0000
218,00;88,000
218,59;71,000
219,19;58,000
219,79;83,000
220,38;101,00
220,98;87,000
221,58;103,00
222,18;96,000
222,77;57,000
223,37;-16,000
223,97;95,000
224,57;81,000
225,16;69,000
225,76;50,000
226,36;64,000
226,95;163,00
227,55;104,00
228,15;126,00
228,75;-3,0000
229,34;115,00
229,94;119,00
230,54;72,000
231,13;29,000
231,73;60,000
232,33;136,00
232,92;84,000
233,52;90,000
234,12;196,00
234,71;55,000
235,31;139,00
235,91;123,00
236,50;76,000
237,10;108,00
237,70;80,000
238,29;95,000
238,89;109,00
239,49;116,00
240,08;71,000
240,68;128,00
241,28;121,00
241,87;136,00
242,47;34,000
243,06;69,000
243,66;119,00
244,26;46,000
244,85;70,000
245,45;65,000
246,05;55,000
246,64;126,00
247,24;72,000
247,83;261,00
248,43;214,00
249,03;223,00
249,62;213,00
250,22;239,00
250,81;258,00
251,41;276,00
252,01;116,00
252,60;68,000
253,20;181,00
253,79;81,000
254,39;132,00
254,98;97,000
255,58;164,00
256,18;135,00
256,77;91,000
257,37;32,000
257,96;129,00
258,56;164,00
259,15;166,00
259,75;95,000
260,34;111,00
260,94;120,00
261,53;258,00
262,13;119,00
262,73;146,00
263,32;89,000
263,92;71,000
264,51;122,00
265,11;127,00
265,70;121,00
266,30;168,00
266,89;102,00
267,49;90,000
268,08;212,00
268,68;174,00
269,27;93,000
269,87;214,00
270,46;279,00
271,06;106,00
271,65;222,00
272,25;187,00
272,84;165,00
273,44;172,00
274,03;81,000
274,62;189,00
275,22;139,00
275,81;101,00
276,41;154,00
277,00;129,00
277,60;190,00
278,19;73,000
278,79;155,00
279,38;156,00
279,98;192,00
280,57;182,00
281,16;74,000
281,76;218,00
282,35;102,00
282,95;246,00
283,54;203,00
284,14;243,00
284,73;231,00
285,32;164,00
285,92;103,00
286,51;135,00
287,11;184,00
287,70;193,00
288,29;226,00
288,89;248,00
289,48;157,00
290,08;115,00
290,67;155,00
291,26;309,00
291,86;116,00
292,45;237,00
293,04;209,00
293,64;218,00
294,23;298,00
294,83;341,00
295,42;565,00
296,01;652,00
296,61;752,00
297,20;840,00
297,79;745,00
298,39;741,00
298,98;695,00
299,57;516,00
300,17;453,00
300,76;451,00
301,35;232,00
301,95;195,00
302,54;184,00
303,13;261,00
303,73;275,00
304,32;270,00
304,91;182,00
305,51;293,00
306,10;259,00
306,69;290,00
307,28;240,00
307,88;387,00
308,47;302,00
309,06;471,00
309,66;500,00
310,25;556,00
310,84;759,00
311,43;900,00
312,03;961,00
312,62;1165,0
313,21;1588,0
313,81;1505,0
314,40;1731,0
314,99;2283,0
315,58;2836,0
316,18;2686,0
316,77;2507,0
317,36;2162,0
317,95;2062,0
318,54;1781,0
319,14;1265,0
319,73;617,00
320,32;356,00
320,91;316,00
321,51;373,00
322,10;335,00
322,69;381,00
323,28;366,00
323,87;464,00
324,47;425,00
325,06;483,00
325,65;621,00
326,24;615,00
326,83;731,00
327,43;743,00
328,02;774,00
328,61;728,00
329,20;804,00
329,79;797,00
330,39;806,00
330,98;719,00
331,57;666,00
332,16;674,00
332,75;780,00
333,34;869,00
333,93;1009,0
334,53;1085,0
335,12;1366,0
335,71;2311,0
336,30;3843,0
336,89;5119,0
337,48;5015,0
338,07;4954,0
338,67;5022,0
339,26;4624,0
339,85;3842,0
340,44;2464,0
341,03;889,00
341,62;483,00
342,21;576,00
342,80;389,00
343,39;412,00
343,99;533,00
344,58;565,00
345,17;436,00
345,76;479,00
346,35;495,00
346,94;482,00
347,53;486,00
348,12;590,00
348,71;665,00
349,30;678,00
349,89;743,00
350,48;883,00
351,07;996,00
351,66;1053,0
352,26;1344,0
352,85;1652,0
353,44;2066,0
354,03;2166,0
354,62;2203,0
355,21;2556,0
355,80;2807,0
356,39;3242,0
356,98;4354,0
357,57;4610,0
358,16;4569,0
358,75;4568,0
359,34;4559,0
359,93;4041,0
360,52;3387,0
361,11;2241,0
361,70;1068,0
362,29;695,00
362,88;682,00
363,47;606,00
364,06;684,00
364,65;693,00
365,24;656,00
365,83;671,00
366,42;737,00
367,01;754,00
367,60;824,00
368,19;816,00
368,78;848,00
369,37;908,00
369,95;1022,0
370,54;1261,0
371,13;1138,0
371,72;1241,0
372,31;1289,0
372,90;1281,0
373,49;1392,0
374,08;1530,0
374,67;1764,0
375,26;2308,0
375,85;2220,0
376,44;2253,0
377,03;2315,0
377,61;2377,0
378,20;2269,0
378,79;2301,0
379,38;2378,0
379,97;2913,0
380,56;2989,0
381,15;3355,0
381,74;3605,0
382,33;3636,0
382,91;3606,0
383,50;3347,0
384,09;3064,0
384,68;3249,0
385,27;3620,0
385,86;3931,0
386,45;4012,0
387,03;4307,0
387,62;4654,0
388,21;4509,0
388,80;4157,0
389,39;3609,0
389,98;2981,0
390,57;2610,0
391,15;2239,0
391,74;1728,0
392,33;1219,0
392,92;1121,0
393,51;1276,0
394,09;1416,0
394,68;1123,0
395,27;1261,0
395,86;1115,0
396,45;1131,0
397,03;1144,0
397,62;1000,00
398,21;1038,0
398,80;1287,0
399,39;1477,0
399,97;1598,0
400,56;1468,0
401,15;1424,0
401,74;1493,0
402,32;1463,0
402,91;1418,0
403,50;1218,0
404,09;1250,0
404,67;1347,0
405,26;1531,0
405,85;1693,0
406,44;1778,0
407,02;1859,0
407,61;1932,0
408,20;1710,0
408,78;1782,0
409,37;1709,0
409,96;1639,0
410,55;1586,0
411,13;1742,0
411,72;1658,0
412,31;1757,0
412,89;1779,0
413,48;1797,0
414,07;1931,0
414,65;1986,0
415,24;2265,0
415,83;2229,0
416,42;2213,0
417,00;2258,0
417,59;2294,0
418,18;2212,0
418,76;2203,0
419,35;2206,0
419,94;2186,0
420,52;2221,0
421,11;2166,0
421,69;1974,0
422,28;1958,0
422,87;1880,0
423,45;1749,0
424,04;1608,0
424,63;1638,0
425,21;1674,0
425,80;1626,0
426,38;1743,0
426,97;1770,0
427,56;1755,0
428,14;1663,0
428,73;1622,0
429,31;1700,0
429,90;1435,0
430,49;1433,0
431,07;1331,0
431,66;1284,0
432,24;1347,0
432,83;1403,0
433,42;1635,0
434,00;1692,0
434,59;1795,0
435,17;1925,0
435,76;1882,0
436,34;1819,0
436,93;1856,0
437,51;1836,0
438,10;1533,0
438,69;1298,0
439,27;1281,0
439,86;1199,0
440,44;1108,0
441,03;1104,0
441,61;1077,0
442,20;1093,0
442,78;1110,0
443,37;1038,0
443,95;1160,0
444,54;1160,0
445,12;1194,0
445,71;1031,0
446,29;1056,0
446,88;1093,0
447,46;1037,0
448,05;1090,0
448,63;1058,0
449,22;923,00
449,80;917,00
450,39;907,00
450,97;934,00
451,56;899,00
452,14;901,00
452,72;843,00
453,31;821,00
453,89;891,00
454,48;872,00
455,06;884,00
455,65;785,00
456,23;805,00
456,81;837,00
457,40;898,00
457,98;816,00
458,57;919,00
459,15;882,00
459,74;816,00
460,32;937,00
460,90;947,00
461,49;936,00
462,07;1058,0
462,66;1138,0
463,24;1199,0
463,82;1310,0
464,41;1159,0
464,99;1194,0
465,57;1358,0
466,16;1430,0
466,74;1180,0
467,33;1200,0
467,91;1123,0
468,49;1080,0
469,08;1034,0
469,66;918,00
470,24;1085,0
470,83;908,00
471,41;892,00
471,99;971,00
472,58;899,00
473,16;904,00
473,74;933,00
474,33;783,00
474,91;926,00
475,49;818,00
476,08;796,00
476,66;825,00
