M- 
Integration time: 6000 ms
Average: 1 scans
Nr of pixels used for smoothing: 0
Data measured with spectrometer serial number: 0604021S1
Wave   ;Sample
[nm]   ;[counts]
173,70;873,00
174,30;266,00
174,90;359,00
175,50;377,00
176,10;257,00
176,70;461,00
177,30;173,00
177,90;345,00
178,50;189,00
179,10;284,00
179,70;186,00
180,30;-1393,0
180,89;471,00
181,49;391,00
182,09;315,00
182,69;316,00
183,29;246,00
183,89;380,00
184,49;337,00
185,09;308,00
185,69;222,00
186,29;281,00
186,89;316,00
187,48;160,00
188,08;184,00
188,68;437,00
189,28;222,00
189,88;238,00
190,48;214,00
191,08;229,00
191,68;428,00
192,28;226,00
192,87;366,00
193,47;264,00
194,07;350,00
194,67;275,00
195,27;438,00
195,87;342,00
196,47;340,00
197,06;305,00
197,66;299,00
198,26;462,00
198,86;187,00
199,46;299,00
200,06;577,00
200,66;257,00
201,25;336,00
201,85;495,00
202,45;372,00
203,05;395,00
203,65;290,00
204,24;458,00
204,84;467,00
205,44;445,00
206,04;246,00
206,64;295,00
207,24;469,00
207,83;318,00
208,43;235,00
209,03;480,00
209,63;320,00
210,22;370,00
210,82;295,00
211,42;391,00
212,02;278,00
212,62;377,00
213,21;504,00
213,81;510,00
214,41;489,00
215,01;464,00
215,60;488,00
216,20;507,00
216,80;406,00
217,40;529,00
218,00;688,00
218,59;943,00
219,19;649,00
219,79;573,00
220,38;641,00
220,98;752,00
221,58;834,00
222,18;883,00
222,77;720,00
223,37;743,00
223,97;1047,0
224,57;961,00
225,16;1008,0
225,76;1034,0
226,36;1144,0
226,95;1107,0
227,55;1232,0
228,15;1082,0
228,75;1225,0
229,34;1300,0
229,94;1235,0
230,54;1345,0
231,13;1422,0
231,73;1671,0
232,33;1620,0
232,92;1781,0
233,52;1731,0
234,12;1627,0
234,71;1769,0
235,31;1679,0
235,91;1562,0
236,50;1666,0
237,10;1487,0
237,70;1665,0
238,29;1517,0
238,89;1584,0
239,49;1712,0
240,08;1676,0
240,68;1702,0
241,28;1666,0
241,87;1776,0
242,47;1747,0
243,06;1814,0
243,66;1794,0
244,26;1907,0
244,85;1727,0
245,45;1757,0
246,05;1810,0
246,64;2074,0
247,24;2089,0
247,83;2247,0
248,43;2310,0
249,03;2440,0
249,62;2382,0
250,22;2354,0
250,81;2679,0
251,41;2316,0
252,01;2369,0
252,60;2665,0
253,20;2745,0
253,79;2786,0
254,39;2661,0
254,98;2832,0
255,58;2792,0
256,18;2801,0
256,77;2380,0
257,37;2266,0
257,96;2274,0
258,56;2272,0
259,15;2612,0
259,75;2485,0
260,34;2382,0
260,94;2524,0
261,53;2468,0
262,13;2762,0
262,73;2420,0
263,32;2475,0
263,92;2555,0
264,51;2644,0
265,11;2399,0
265,70;2698,0
266,30;2429,0
266,89;2660,0
267,49;2588,0
268,08;2531,0
268,68;2693,0
269,27;2585,0
269,87;2805,0
270,46;2955,0
271,06;2671,0
271,65;2956,0
272,25;2776,0
272,84;2917,0
273,44;3138,0
274,03;3147,0
274,62;3174,0
275,22;3210,0
275,81;3116,0
276,41;3218,0
277,00;3366,0
277,60;3263,0
278,19;3155,0
278,79;3213,0
279,38;3312,0
279,98;3564,0
280,57;3901,0
281,16;3846,0
281,76;3839,0
282,35;4174,0
282,95;4083,0
283,54;3840,0
284,14;3746,0
284,73;3761,0
285,32;3740,0
285,92;3888,0
286,51;4141,0
287,11;4023,0
287,70;4211,0
288,29;4549,0
288,89;4844,0
289,48;4961,0
290,08;5155,0
290,67;4871,0
291,26;5021,0
291,86;4848,0
292,45;4587,0
293,04;4667,0
293,64;4775,0
294,23;4666,0
294,83;4732,0
295,42;5072,0
296,01;5019,0
296,61;5603,0
297,20;5772,0
297,79;5839,0
298,39;5622,0
298,98;5558,0
299,57;5661,0
300,17;5619,0
300,76;5812,0
301,35;5974,0
301,95;5942,0
302,54;5811,0
303,13;5681,0
303,73;5587,0
304,32;5763,0
304,91;5212,0
305,51;5110,0
306,10;5370,0
306,69;5663,0
307,28;6170,0
307,88;6601,0
308,47;7102,0
309,06;7296,0
309,66;7475,0
310,25;7618,0
310,84;7530,0
311,43;7224,0
312,03;7009,0
312,62;6752,0
313,21;6964,0
313,81;7172,0
314,40;7558,0
314,99;7844,0
315,58;8432,0
316,18;8468,0
316,77;8479,0
317,36;7835,0
317,95;7303,0
318,54;7114,0
319,14;6830,0
319,73;6176,0
320,32;5614,0
320,91;5662,0
321,51;5970,0
322,10;6171,0
322,69;7020,0
323,28;8326,0
323,87;9010,0
324,47;9749,0
325,06;10036
325,65;10527
326,24;10130
326,83;10214
327,43;9246,0
328,02;8536,0
328,61;8201,0
329,20;7908,0
329,79;7770,0
