M- 
Integration time: 10000 ms
Average: 1 scans
Nr of pixels used for smoothing: 0
Data measured with spectrometer serial number: 0604021S1
Wave   ;Sample
[nm]   ;[counts]
173,70;240,00
174,30;144,00
174,90;21,000
175,50;78,000
176,10;283,00
176,70;210,00
177,30;231,00
177,90;108,00
178,50;191,00
179,10;142,00
179,70;191,00
180,30;109,00
180,89;77,000
181,49;125,00
182,09;254,00
182,69;202,00
183,29;164,00
183,89;170,00
184,49;171,00
185,09;174,00
185,69;104,00
186,29;176,00
186,89;247,00
187,48;20,000
188,08;76,000
188,68;255,00
189,28;213,00
189,88;191,00
190,48;170,00
191,08;217,00
191,68;271,00
192,28;80,000
192,87;34,000
193,47;122,00
194,07;217,00
194,67;257,00
195,27;150,00
195,87;145,00
196,47;113,00
197,06;162,00
197,66;88,000
198,26;244,00
198,86;311,00
199,46;142,00
200,06;80,000
200,66;155,00
201,25;401,00
201,85;341,00
202,45;122,00
203,05;213,00
203,65;202,00
204,24;295,00
204,84;317,00
205,44;333,00
206,04;115,00
206,64;26,000
207,24;161,00
207,83;128,00
208,43;73,000
209,03;199,00
209,63;166,00
210,22;305,00
210,82;283,00
211,42;234,00
212,02;180,00
212,62;161,00
213,21;258,00
213,81;204,00
214,41;156,00
215,01;16,000
215,60;192,00
216,20;289,00
216,80;283,00
217,40;381,00
218,00;201,00
218,59;401,00
219,19;307,00
219,79;362,00
220,38;491,00
220,98;444,00
221,58;455,00
222,18;550,00
222,77;538,00
223,37;593,00
223,97;653,00
224,57;616,00
225,16;674,00
225,76;700,00
226,36;686,00
226,95;911,00
227,55;835,00
228,15;785,00
228,75;792,00
229,34;785,00
229,94;817,00
230,54;974,00
231,13;942,00
231,73;808,00
232,33;950,00
232,92;1040,0
233,52;1054,0
234,12;854,00
234,71;828,00
235,31;965,00
235,91;1118,0
236,50;1041,0
237,10;1006,0
237,70;1040,0
238,29;1062,0
238,89;1098,0
239,49;1063,0
240,08;979,00
240,68;1139,0
241,28;1057,0
