M- 
Integration time: 6000 ms
Average: 1 scans
Nr of pixels used for smoothing: 0
Data measured with spectrometer serial number: 0604021S1
Wave   ;Sample
[nm]   ;[counts]
173,70;244,00
174,30;212,00
174,90;297,00
175,50;338,00
176,10;250,00
176,70;319,00
177,30;303,00
177,90;352,00
178,50;263,00
179,10;250,00
179,70;213,00
180,30;-1452,0
180,89;421,00
181,49;330,00
182,09;361,00
182,69;341,00
183,29;256,00
183,89;317,00
184,49;228,00
185,09;292,00
185,69;272,00
186,29;295,00
186,89;264,00
187,48;231,00
188,08;167,00
188,68;348,00
189,28;169,00
189,88;323,00
190,48;176,00
191,08;259,00
191,68;311,00
192,28;230,00
192,87;272,00
193,47;251,00
194,07;290,00
194,67;275,00
195,27;359,00
195,87;336,00
196,47;207,00
197,06;327,00
197,66;190,00
198,26;315,00
198,86;93,000
199,46;226,00
200,06;491,00
200,66;264,00
201,25;320,00
201,85;447,00
202,45;343,00
203,05;264,00
203,65;254,00
204,24;402,00
204,84;472,00
205,44;309,00
206,04;203,00
206,64;131,00
207,24;352,00
207,83;213,00
208,43;95,000
209,03;479,00
209,63;188,00
210,22;446,00
210,82;261,00
211,42;397,00
212,02;287,00
212,62;343,00
213,21;399,00
213,81;405,00
214,41;418,00
215,01;352,00
215,60;256,00
216,20;244,00
216,80;390,00
217,40;386,00
218,00;542,00
218,59;449,00
219,19;489,00
219,79;436,00
220,38;592,00
220,98;684,00
221,58;617,00
222,18;595,00
222,77;519,00
223,37;601,00
223,97;746,00
224,57;706,00
225,16;797,00
225,76;777,00
226,36;706,00
226,95;829,00
227,55;1009,0
228,15;685,00
228,75;786,00
229,34;903,00
229,94;901,00
230,54;835,00
231,13;720,00
231,73;973,00
232,33;860,00
232,92;996,00
233,52;916,00
234,12;533,00
234,71;1029,0
235,31;941,00
235,91;944,00
236,50;970,00
237,10;868,00
237,70;938,00
238,29;815,00
238,89;792,00
239,49;949,00
240,08;943,00
240,68;981,00
241,28;911,00
241,87;946,00
242,47;925,00
243,06;921,00
243,66;949,00
244,26;1127,0
244,85;994,00
245,45;938,00
246,05;955,00
246,64;1185,0
247,24;1034,0
247,83;1219,0
248,43;1305,0
249,03;1620,0
249,62;1309,0
250,22;1412,0
250,81;1412,0
251,41;1165,0
252,01;1221,0
252,60;1395,0
253,20;1487,0
253,79;1476,0
254,39;1347,0
254,98;1689,0
255,58;1540,0
256,18;1530,0
256,77;1297,0
257,37;1321,0
257,96;1302,0
258,56;1352,0
259,15;1592,0
259,75;1467,0
260,34;1377,0
260,94;1315,0
261,53;1310,0
262,13;1706,0
262,73;1373,0
263,32;1405,0
263,92;1490,0
264,51;1602,0
265,11;1461,0
265,70;1534,0
266,30;1470,0
266,89;1509,0
267,49;1486,0
268,08;1522,0
268,68;1613,0
269,27;1509,0
269,87;1700,0
270,46;1905,0
271,06;1571,0
271,65;1827,0
272,25;1587,0
272,84;1739,0
273,44;1836,0
274,03;1748,0
274,62;1657,0
275,22;1707,0
275,81;1773,0
276,41;1910,0
277,00;2042,0
277,60;1959,0
278,19;1923,0
278,79;1851,0
279,38;2108,0
279,98;2191,0
280,57;2423,0
281,16;2348,0
281,76;2230,0
282,35;2555,0
282,95;2426,0
283,54;2144,0
284,14;2141,0
284,73;2235,0
285,32;2142,0
285,92;2302,0
286,51;2206,0
287,11;2112,0
287,70;2345,0
288,29;2446,0
288,89;2649,0
289,48;2510,0
290,08;2730,0
290,67;2597,0
291,26;2585,0
291,86;2400,0
292,45;2366,0
293,04;2456,0
293,64;2517,0
294,23;2473,0
294,83;2487,0
295,42;2712,0
296,01;2722,0
296,61;3048,0
297,20;3185,0
297,79;3131,0
298,39;3069,0
298,98;2802,0
299,57;2909,0
300,17;2945,0
300,76;2854,0
301,35;2936,0
301,95;2890,0
302,54;2847,0
303,13;2935,0
303,73;2812,0
304,32;2857,0
304,91;2557,0
305,51;2633,0
306,10;2792,0
306,69;3140,0
307,28;3252,0
307,88;3456,0
308,47;3778,0
309,06;4007,0
309,66;4268,0
310,25;4166,0
310,84;4063,0
311,43;3906,0
312,03;4032,0
312,62;3957,0
313,21;4100,0
313,81;4214,0
314,40;4302,0
314,99;4647,0
315,58;5396,0
316,18;5314,0
316,77;5411,0
317,36;5152,0
317,95;4634,0
318,54;4620,0
319,14;4476,0
319,73;3925,0
320,32;3623,0
320,91;3379,0
321,51;3797,0
322,10;3607,0
322,69;4181,0
323,28;4775,0
323,87;5216,0
324,47;5798,0
325,06;5966,0
325,65;6044,0
326,24;5959,0
